             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           7838666    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838665    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838664    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838663    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838662    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838660    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838659    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838655    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838654    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838653    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838652    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838651    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838650    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838648    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838647    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838646    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838645    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838644    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838642    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838641    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838640    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838639    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838638    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838637    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838636    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838635    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838634    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838633    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838632    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838631    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838630    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838629    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838628    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838626    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838623    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838621    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838620    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838619    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838618    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838617    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838616    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838615    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838614    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838613    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838612    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838611    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838610    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838609    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838608    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838606    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838605    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838604    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838603    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838602    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838601    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838600    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838598    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838597    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838595    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838593    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838589    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838586    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838583    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838580    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838577    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838572    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838571    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838570    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838569    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838567    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838566    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838565    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838564    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838563    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838561    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838560    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838559    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838558    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838557    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838556    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838555    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838554    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838553    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838552    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838551    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838550    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838549    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838548    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838547    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838546    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838545    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838544    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838542    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838541    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838540    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838539    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838538    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838537    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838536    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838535    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838534    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838533    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838532    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838531    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838530    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838529    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838528    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838527    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838526    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838525    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838524    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838523    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838522    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838521    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838520    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838519    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838518    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838517    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838516    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838515    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838514    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838513    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838512    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838511    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838510    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838509    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838508    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838503    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838502    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838501    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838500    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838499    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838479    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838478    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838322    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838321    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838320    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838319    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838317    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838316    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838315    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838314    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838313    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838312    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838311    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838310    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7838309    normal      l15  qsk4554 PD       0:00      1 (InvalidQOS)
           7504608    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504590    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504579    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504565    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504556    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504548    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504513    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504504    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504496    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504487    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504484    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504478    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504471    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504463    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504451    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504441    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504433    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504427    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504424    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504410    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504403    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504394    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
           7504387    normal      neg  qsk4554 PD       0:00      1 (InvalidQOS)
