             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           7064645    normal seq_npxr  xys3549  R 1-01:37:51      1 qnode0643
           7064605    normal seq_npxr  xys3549  R 1-01:42:22      1 qnode0637
           7064615    normal seq_npxr  xys3549  R 1-01:42:22      1 qnode0643
           7064625    normal seq_npxr  xys3549  R 1-01:42:22      1 qnode0643
           7064635    normal seq_npxr  xys3549  R 1-01:42:22      1 qnode0643
           7064595    normal seq_npxr  xys3549  R 1-02:37:19      1 qnode8129
           7064575    normal seq_npxr  xys3549  R 1-03:24:46      1 qnode8124
           7064585    normal seq_npxr  xys3549  R 1-03:32:07      1 qnode8124
           7064563    normal seq_npxr  xys3549  R 1-03:35:20      1 qnode8124
           7064525    normal seq_npxr  xys3549  R 1-03:55:12      1 qnode8121
           7064515    normal seq_npxr  xys3549  R 1-04:09:47      1 qnode8121
           7064504    normal seq_npxr  xys3549  R 1-04:28:40      1 qnode8121
           7064494    normal seq_npxr  xys3549  R 1-04:31:58      1 qnode8121
           7064474    normal seq_npxr  xys3549  R 1-04:40:54      1 qnode8011
           7064484    normal seq_npxr  xys3549  R 1-04:40:54      1 qnode8011
           7064464    normal seq_npxr  xys3549  R 1-05:00:46      1 qnode8008
           7064454    normal seq_npxr  xys3549  R 1-08:22:16      1 qnode8008
           7064444    normal seq_npxr  xys3549  R 1-08:25:02      1 qnode8008
           7064433    normal seq_npxr  xys3549  R 1-09:48:00      1 qnode8003
           7064422    normal seq_npxr  xys3549  R 1-11:48:30      1 qnode8008
           7064412    normal seq_npxr  xys3549  R 1-11:50:33      1 qnode8001
           7065545    normal seq_npxr  xys3549  R   13:49:23      1 qnode8005
           7064878    normal seq_npxr  xys3549  R   18:10:14      1 qnode8136
           7064989    normal seq_npxr  xys3549  R   18:10:14      1 qnode0613
           7065438    normal seq_npxr  xys3549  R   18:10:14      1 qnode0613
           7065483    normal seq_npxr  xys3549  R   18:10:14      1 qnode0613
           7064665    normal seq_npxr  xys3549  R   22:51:17      1 qnode1205
           7064655    normal seq_npxr  xys3549  R   23:35:02      1 qnode0428
           7299683    normal vasp-ope  ksu9159  R    4:30:56      1 qnode1215
           7299698    normal vasp-ope  ksu9159  R    4:30:56      2 qnode[1121,1223]
           7299703    normal vasp-ope  ksu9159  R    4:30:56      3 qnode[1108-1109,1206]
           7374468    normal 2068060_  zlc1690  R    8:54:16      1 qnode1141
           7374469    normal 2068061_  zlc1690  R    8:54:16      1 qnode1205
           7374472    normal 2068062_  zlc1690  R    8:54:16      1 qnode1127
           7374473    normal 2068063_  zlc1690  R    8:54:16      1 qnode1113
           7374479    normal 2068064_  zlc1690  R    8:54:16      1 qnode1235
           7374480    normal 2068065_  zlc1690  R    8:54:16      1 qnode1236
           7374486    normal 2068066_  zlc1690  R    8:54:16      1 qnode1121
           7303106    normal 2051106_   cmw233  R    4:30:51      1 qnode8123
           7374494    normal 2068067_  zlc1690  R    8:54:16      1 qnode1121
           7374496    normal 2068068_  zlc1690  R    8:54:16      1 qnode1121
           7374508    normal 2068069_  zlc1690  R    8:54:16      1 qnode1136
           7374509    normal 2068070_  zlc1690  R    8:54:16      1 qnode1135
           7374353    normal 2068040_  zlc1690  R    9:31:20      1 qnode8005
           7374356    normal 2068041_  zlc1690  R    9:31:20      1 qnode8003
           7374357    normal 2068042_  zlc1690  R    9:31:20      1 qnode1221
           7374361    normal 2068043_  zlc1690  R    9:31:20      1 qnode1206
           7374368    normal 2068044_  zlc1690  R    9:31:20      1 qnode1218
           7374373    normal 2068045_  zlc1690  R    9:31:20      1 qnode1236
           7374376    normal 2068046_  zlc1690  R    9:31:20      1 qnode1236
           7374384    normal 2068047_  zlc1690  R    9:31:20      1 qnode0394
           7374387    normal 2068048_  zlc1690  R    9:31:20      1 qnode0394
           7374393    normal 2068049_  zlc1690  R    9:31:20      1 qnode1215
           7366580    normal 2067767_  zlc1690  R   14:28:04      1 qnode0637
           7374394    normal 2068050_  zlc1690  R    9:31:20      1 qnode1215
           7374395    normal 2068051_  zlc1690  R    9:31:20      1 qnode1210
           7374402    normal 2068052_  zlc1690  R    9:31:20      1 qnode1211
           7366593    normal 2067768_  zlc1690  R   14:28:04      1 qnode1135
           7374409    normal 2068053_  zlc1690  R    9:31:20      1 qnode1137
           7374411    normal 2068054_  zlc1690  R    9:31:20      1 qnode1136
           7366611    normal 2067770_  zlc1690  R   14:28:04      1 qnode1227
           7374414    normal 2068055_  zlc1690  R    9:31:20      1 qnode1135
           7374419    normal 2068056_  zlc1690  R    9:31:20      1 qnode1135
           7374423    normal 2068057_  zlc1690  R    9:31:20      1 qnode1117
           7374453    normal 2068058_  zlc1690  R    9:31:19      1 qnode1115
           7374454    normal 2068059_  zlc1690  R    9:31:19      1 qnode1115
           7366839    normal 2067772_  zlc1690  R   14:28:04      1 qnode1234
           7334487    normal 2067831_  zlc1690  R   20:25:02      1 qnode1107
           7372516    normal 2067834_  zlc1690  R   12:37:06      1 qnode1108
           7366920    normal 2067773_  zlc1690  R   14:28:04      1 qnode1235
           7368507    normal 2067774_  zlc1690  R   14:28:04      1 qnode1235
           7337375    normal 2067837_  zlc1690  R   20:25:02      1 qnode1220
           7368529    normal 2067776_  zlc1690  R   14:28:04      1 qnode1206
           7338712    normal 2067841_  zlc1690  R   20:25:02      1 qnode1220
           7338770    normal 2067843_  zlc1690  R   20:25:02      1 qnode1205
           7372592    normal 2067872_  zlc1690  R   12:37:06      1 qnode1223
           7372705    normal 2067875_  zlc1690  R   12:37:06      1 qnode1218
           7341268    normal 2067864_  zlc1690  R   20:25:02      1 qnode1116
           7341943    normal 2067873_  zlc1690  R   20:25:02      1 qnode1234
           7372736    normal 2067878_  zlc1690  R   12:37:06      1 qnode1127
           7372763    normal 2067881_  zlc1690  R   12:37:06      1 qnode1126
           7372323    normal 2067790_  zlc1690  R   13:49:23      1 qnode1121
           7358012    normal 2067912_  zlc1690  R   18:10:12      1 qnode1116
           7344336    normal 2067876_  zlc1690  R   20:25:02      1 qnode1236
           7368707    normal 2067780_  zlc1690  R   14:28:04      1 qnode1204
           7345092    normal 2067882_  zlc1690  R   20:25:02      1 qnode1236
           7372778    normal 2067884_  zlc1690  R   12:37:06      1 qnode1105
           7372797    normal 2067887_  zlc1690  R   12:37:06      1 qnode1105
           7360001    normal 2067915_  zlc1690  R   18:10:12      1 qnode1217
           7368738    normal 2067781_  zlc1690  R   14:28:04      1 qnode1204
           7373581    normal 2067891_  zlc1690  R   12:37:06      1 qnode1117
           7361169    normal 2067917_  zlc1690  R   18:10:12      1 qnode1113
           7370982    normal 2067782_  zlc1690  R   14:28:04      1 qnode1205
           7348377    normal 2067888_  zlc1690  R   20:25:01      1 qnode1230
           7362068    normal 2067920_  zlc1690  R   18:10:12      1 qnode1233
           7362125    normal 2067921_  zlc1690  R   18:10:12      1 qnode1135
           7372403    normal 2067805_  zlc1690  R   13:49:23      1 qnode1126
           7350745    normal 2067892_  zlc1690  R   20:25:01      1 qnode1135
           7331418    normal 2068026_  zlc1690  R   21:29:41      1 qnode1215
           7328390    normal 2067809_  zlc1690  R   21:41:41      1 qnode0643
           7372427    normal 2067807_  zlc1690  R   13:49:23      1 qnode1204
           7371023    normal 2067786_  zlc1690  R   14:28:04      1 qnode1205
           7354626    normal 2067894_  zlc1690  R   20:17:33      1 qnode1211
           7330656    normal 2067818_  zlc1690  R   21:33:06      1 qnode1112
           7329228    normal 2067812_  zlc1690  R   21:38:57      1 qnode1112
           7362975    normal 2067929_  zlc1690  R   18:10:12      1 qnode1220
           7372433    normal 2067813_  zlc1690  R   13:49:23      1 qnode1206
           7293225    normal 2068023_  zlc1690  R 1-14:50:18      1 qnode0419
           7293202    normal 2068013_  zlc1690  R 1-15:02:12      1 qnode1202
           7293227    normal 2068024_  zlc1690  R 1-14:50:18      1 qnode0419
           7293203    normal 2068014_  zlc1690  R 1-15:02:12      1 qnode1202
           7363002    normal 2067932_  zlc1690  R   18:10:12      1 qnode1223
           7293229    normal 2068025_  zlc1690  R 1-14:50:18      1 qnode0419
           7293204    normal 2068015_  zlc1690  R 1-15:02:11      1 qnode1202
           7293219    normal 2068021_  zlc1690  R 1-14:56:23      1 qnode0419
           7293208    normal 2068017_  zlc1690  R 1-14:59:38      1 qnode1113
           7293206    normal 2068016_  zlc1690  R 1-15:02:11      1 qnode1202
           7373671    normal 2067908_  zlc1690  R   12:37:06      1 qnode1210
           7293223    normal 2068022_  zlc1690  R 1-14:55:04      1 qnode1127
           7293213    normal 2068018_  zlc1690  R 1-14:59:38      1 qnode1113
           7293214    normal 2068019_  zlc1690  R 1-14:59:38      1 qnode1113
           7293217    normal 2068020_  zlc1690  R 1-14:59:38      1 qnode1113
           7293201    normal 2068012_  zlc1690  R 1-15:09:12      1 qnode0402
           7293200    normal 2068011_  zlc1690  R 1-15:09:51      1 qnode0402
           7293197    normal 2068010_  zlc1690  R 1-15:10:29      1 qnode0402
           7293194    normal 2068009_  zlc1690  R 1-15:11:07      1 qnode0402
           7293166    normal 2067996_  zlc1690  R 1-15:22:39      1 qnode1172
           7293054    normal 2067755_  zlc1690  R 1-16:13:57      1 qnode0554
           7291699    normal 2067669_  zlc1690  R 1-17:34:53      1 qnode1226
           7290177    normal 2067612_  zlc1690  R 1-18:29:21      1 qnode0389
           7290150    normal 2067588_  zlc1690  R 1-18:40:28      1 qnode1205
           7290083    normal 2067994_  zlc1690  R 1-19:02:28      1 qnode8001
           7290086    normal 2067995_  zlc1690  R 1-19:02:28      1 qnode0460
           7288960    normal 2067765_  zlc1690  R 1-23:49:45      1 qnode8128
           7288957    normal 2067764_  zlc1690  R 1-23:50:26      1 qnode8121
           7288937    normal 2067760_  zlc1690  R 1-23:53:49      1 qnode0648
           7288920    normal 2067759_  zlc1690  R 1-23:59:57      1 qnode0541
           7288909    normal 2067758_  zlc1690  R 2-00:02:39      1 qnode0408
           7363029    normal 2067936_  zlc1690  R   18:10:12      1 qnode0624
           7373692    normal 2067911_  zlc1690  R   12:37:06      1 qnode1211
           7373700    normal 2067914_  zlc1690  R   12:37:06      1 qnode1211
           7363085    normal 2067945_  zlc1690  R   18:10:12      1 qnode0613
           7373748    normal 2067935_  zlc1690  R   12:37:06      1 qnode1136
           7364227    normal 2067951_  zlc1690  R   18:10:12      1 qnode1125
           7364287    normal 2067957_  zlc1690  R   18:10:12      1 qnode1125
           7373802    normal 2067941_  zlc1690  R   12:37:06      1 qnode1135
           7373824    normal 2067942_  zlc1690  R   12:37:06      1 qnode1135
           7373875    normal 2067944_  zlc1690  R   12:37:06      1 qnode1135
           7364337    normal 2068027_  zlc1690  R   18:10:12      1 qnode1126
           7373995    normal 2067948_  zlc1690  R   12:37:06      1 qnode1221
           7374111    normal 2067953_  zlc1690  R   12:37:06      1 qnode1221
           7374123    normal 2067954_  zlc1690  R   12:37:06      1 qnode1221
           7374167    normal 2067955_  zlc1690  R   12:37:06      1 qnode1206
           7374214    normal 2067956_  zlc1690  R   12:37:05      1 qnode1202
           7374217    normal 2067991_  zlc1690  R   12:37:05      1 qnode1204
           7374242    normal 2067992_  zlc1690  R   12:37:05      1 qnode1203
           7374243    normal 2068003_  zlc1690  R   12:37:05      1 qnode1205
           7374252    normal 2068004_  zlc1690  R   12:37:05      1 qnode1205
           7374254    normal 2068005_  zlc1690  R   12:37:05      1 qnode1201
           7374266    normal 2068029_  zlc1690  R   12:37:05      1 qnode1201
           7374281    normal 2068030_  zlc1690  R   12:37:05      1 qnode1234
           7374285    normal 2068031_  zlc1690  R   12:37:05      1 qnode1234
           7374296    normal 2068032_  zlc1690  R   12:37:05      1 qnode1235
           7374315    normal 2068033_  zlc1690  R   12:37:05      1 qnode1235
           7364575    normal 2068028_  zlc1690  R   18:10:11      1 qnode1205
           7374319    normal 2068034_  zlc1690  R   12:37:05      1 qnode1235
           7374324    normal 2068035_  zlc1690  R   12:37:05      1 qnode1236
           7374326    normal 2068036_  zlc1690  R   12:37:05      1 qnode1236
           7374332    normal 2068037_  zlc1690  R   12:37:05      1 qnode1236
           7374339    normal 2068038_  zlc1690  R   12:37:05      1 qnode1236
           7374344    normal 2068039_  zlc1690  R   12:37:05      1 qnode1236
           7366374    normal 2067712_  zlc1690  R   18:10:11      1 qnode1201
           7366413    normal 2067717_  zlc1690  R   18:10:11      1 qnode1201
           7312943    normal 2066964_  dke1477  R    8:17:43      1 qnode8124
           7293255    normal 63084_re   cmw233  R 1-11:16:37      1 qnode1112
           7293246    normal 60316_re   cmw233  R 1-12:16:18      1 qnode1230
           7301524    normal 35972_Co   cmw233  R 1-02:53:06      1 qnode1234
           7301448    normal 2054138_   cmw233  R 1-03:17:19      1 qnode1204
           7301319    normal 64931_re   cmw233  R 1-04:08:15      1 qnode1203
           7301318    normal 64930_re   cmw233  R 1-04:12:05      1 qnode1203
           7300820    normal 64498_re   cmw233  R 1-07:48:07      1 qnode8128
           7293236    normal 58396_re   cmw233  R 1-13:59:45      1 qnode0405
           7293233    normal 57306_re   cmw233  R 1-14:13:21      1 qnode1223
           7293232    normal 56797_re   cmw233  R 1-14:14:39      1 qnode1250
           7293222    normal 56162_re   cmw233  R 1-14:21:09      1 qnode1211
           7299639    normal vasp-ope  ksu9159  R 1-03:39:58      5 qnode[1127,1137-1138,1202-1203]
           7293172    normal 50472_re   cmw233  R 1-15:20:04      1 qnode0709
           7299638    normal vasp-ope  ksu9159  R 1-06:28:39      8 qnode[1113,1127-1128,1160,1209,1215,1245,1252]
           7299636    normal vasp-ope  ksu9159  R 1-06:40:32      7 qnode[0375,0415,0463,0554,0701,0705,0707]
       7381267_955     short 1_20bell  ysn8861 CG    1:28:44      1 qnode0353
           4938963     short    JobA4  pur0702 PD       0:00      1 (DependencyNeverSatisfied)
           5997632     short run_Alph   djo685 PD       0:00      1 (DependencyNeverSatisfied)
           5997624     short run_Alph   djo685 PD       0:00      1 (DependencyNeverSatisfied)
           7387882     short jobdriar  ake1434 PD       0:00      4 (Resources)
           7387884     short 1911938_  sdg0032 PD       0:00      1 (Priority)
           7387916     short    dim27  irn4268 PD       0:00      1 (Priority)
           7387867     short      MOF   act777 PD       0:00      5 (Priority)
           7387755     short r_41_71_   lhu896 PD       0:00      1 (Priority)
           7387754     short r_41_71_   lhu896 PD       0:00      1 (Priority)
           7387750     short r_41_71_   lhu896 PD       0:00      1 (Priority)
           7387749     short r_41_71_   lhu896 PD       0:00      1 (Priority)
           7387748     short r_41_71_   lhu896 PD       0:00      1 (Priority)
           7387773     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387772     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387770     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387767     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387766     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387763     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387762     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387761     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387760     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387759     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387758     short r_41_72_   lhu896 PD       0:00      1 (Priority)
           7387756     short r_41_71_   lhu896 PD       0:00      1 (Priority)
           7387787     short r_41_75_   lhu896 PD       0:00      1 (Priority)
           7387786     short r_41_75_   lhu896 PD       0:00      1 (Priority)
           7387784     short r_41_74_   lhu896 PD       0:00      1 (Priority)
           7387783     short r_41_74_   lhu896 PD       0:00      1 (Priority)
           7387782     short r_41_74_   lhu896 PD       0:00      1 (Priority)
           7387781     short r_41_74_   lhu896 PD       0:00      1 (Priority)
           7387779     short r_41_74_   lhu896 PD       0:00      1 (Priority)
           7387778     short r_41_74_   lhu896 PD       0:00      1 (Priority)
           7387777     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387776     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387774     short r_41_73_   lhu896 PD       0:00      1 (Priority)
           7387815     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387812     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387811     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387801     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387799     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387798     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387797     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387796     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387795     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387794     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387792     short r_42_65_   lhu896 PD       0:00      1 (Priority)
           7387791     short r_41_75_   lhu896 PD       0:00      1 (Priority)
           7387790     short r_41_75_   lhu896 PD       0:00      1 (Priority)
           7387836     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387835     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387834     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387829     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387827     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387825     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387824     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387823     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387822     short r_42_67_   lhu896 PD       0:00      1 (Priority)
           7387821     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387818     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387817     short r_42_66_   lhu896 PD       0:00      1 (Priority)
           7387926     short r_43_67_   lhu896 PD       0:00      1 (None)
           7387925     short r_43_66_   lhu896 PD       0:00      1 (None)
           7387921     short r_43_66_   lhu896 PD       0:00      1 (Priority)
           7387920     short r_43_66_   lhu896 PD       0:00      1 (Priority)
           7387919     short r_43_66_   lhu896 PD       0:00      1 (Priority)
           7387917     short r_43_66_   lhu896 PD       0:00      1 (Priority)
           7387915     short r_43_66_   lhu896 PD       0:00      1 (Priority)
           7387914     short r_43_65_   lhu896 PD       0:00      1 (Priority)
           7387913     short r_43_65_   lhu896 PD       0:00      1 (Priority)
           7387912     short r_43_65_   lhu896 PD       0:00      1 (Priority)
           7387911     short r_43_65_   lhu896 PD       0:00      1 (Priority)
           7387910     short r_42_74_   lhu896 PD       0:00      1 (Priority)
           7387902     short r_42_74_   lhu896 PD       0:00      1 (Priority)
           7387900     short r_42_74_   lhu896 PD       0:00      1 (Priority)
           7387899     short r_42_74_   lhu896 PD       0:00      1 (Priority)
           7387898     short r_42_73_   lhu896 PD       0:00      1 (Priority)
           7387897     short r_42_73_   lhu896 PD       0:00      1 (Priority)
           7387896     short r_42_73_   lhu896 PD       0:00      1 (Priority)
           7387895     short r_42_73_   lhu896 PD       0:00      1 (Priority)
           7387893     short r_42_73_   lhu896 PD       0:00      1 (Priority)
           7387892     short r_42_73_   lhu896 PD       0:00      1 (Priority)
           7387891     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387889     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387888     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387887     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387886     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387885     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387881     short r_42_72_   lhu896 PD       0:00      1 (Priority)
           7387880     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387879     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387878     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387876     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387874     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387873     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387872     short r_42_71_   lhu896 PD       0:00      1 (Priority)
           7387869     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387864     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387863     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387861     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387860     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387859     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387857     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387856     short r_42_70_   lhu896 PD       0:00      1 (Priority)
           7387855     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387853     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387852     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387851     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387850     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387849     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387847     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387846     short r_42_69_   lhu896 PD       0:00      1 (Priority)
           7387845     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387843     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387841     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387840     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387839     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387838     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387837     short r_42_68_   lhu896 PD       0:00      1 (Priority)
           7387395     short   simGen  jjg9482 PD       0:00      1 (Priority)
           7387751     short   simGen  jjg9482 PD       0:00      1 (Priority)
           7387842     short   simGen  jjg9482 PD       0:00      1 (Priority)
           7387672     short N200_t3_  amp4121 PD       0:00      3 (Priority)
           7387671     short N200_t2_  amp4121 PD       0:00      3 (Priority)
           7387670     short N200_t1_  amp4121 PD       0:00      3 (Priority)
           7387669     short N150_t3_  amp4121 PD       0:00      3 (Priority)
           7387668     short N150_t2_  amp4121 PD       0:00      3 (Priority)
           7387667     short N150_t1_  amp4121 PD       0:00      3 (Priority)
           7387666     short N100_t3_  amp4121 PD       0:00      3 (Priority)
           7387665     short N100_t2_  amp4121 PD       0:00      3 (Priority)
           7387664     short N100_t1_  amp4121 PD       0:00      3 (Priority)
           7387663     short N50_t3_l  amp4121 PD       0:00      1 (Priority)
           7387662     short N50_t2_l  amp4121 PD       0:00      1 (Priority)
           7387661     short N50_t1_l  amp4121 PD       0:00      1 (Priority)
           7387660     short N20_t3_l  amp4121 PD       0:00      1 (Priority)
           7387659     short N20_t2_l  amp4121 PD       0:00      1 (Priority)
           7387658     short N20_t1_l  amp4121 PD       0:00      1 (Priority)
           7387764     short stress_s  amp4121 PD       0:00      1 (Priority)
7381496_[1771-2299     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7382217_[213-429]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7382228_[210-429]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7382494_[520-1099]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7382849_[1020-2099     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7383104_[1100-2199     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7383345_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384437_[210-439]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384449_[1100-2299     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384445_[515-1049]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384442_[536-1099]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384494_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384491_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384517_[1025-2049     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384512_[510-1019]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384496_[260-519]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384641_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384657_[256-519]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384651_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384677_[1101-2149     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7384662_[510-1049]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7386944_[255-509]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7386940_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7384905_[105-209]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7386955_[1010-2029     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7386953_[510-1019]     short 16nodes_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7386968_[105-209]     short 1_8bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7386979_[510-1049]     short 7_8bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7386978_[260-519]     short 5_8bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7386969_[105-209]     short 3_8bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7386982_[1010-2049     short 9_8bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7387010_[260-519]     short 5_6bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7387009_[210-419]     short 3_6bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
 7386994_[210-419]     short 1_6bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7387027_[1010-2029     short 9_6bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
7387012_[510-1039]     short 7_6bell_  ysn8861 PD       0:00      1 (AssocMaxJobsLimit)
           7384665     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7384664     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7384663     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7384660     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7384658     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387045     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387281     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387279     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387275     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387272     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387270     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387268     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387267     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387286     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
           7387282     short Sc_2nd_L  ajc9454 PD       0:00      8 (Priority)
         7387800_1     short microfin  bvf7587  R       6:27      1 qnode0001
         7387800_2     short microfin  bvf7587  R       6:27      1 qnode0001
         7387800_3     short microfin  bvf7587  R       6:27      1 qnode0001
         7387800_4     short microfin  bvf7587  R       6:27      1 qnode0001
         7387800_5     short microfin  bvf7587  R       6:27      1 qnode0017
         7387800_6     short microfin  bvf7587  R       6:27      1 qnode0017
         7387800_7     short microfin  bvf7587  R       6:27      1 qnode0017
           7387741     short     bash  els1651  R       9:29      1 qnode9006
